"Problem","Package","File","Priority","Line","Description","Rule set","Rule"
"319","br.gov.caixa.siget.service","/home/pedro/projetos_tcc/SIGET/siget_919/src/br/gov/caixa/siget/service/ManterDemandaBean.java","5","1062","Found 'UR'-anomaly for variable 'unidadeGstrFatrmento' (lines '1,062'-'1,092').","Controversial","DataflowAnomalyAnalysis"
"320","br.gov.caixa.siget.service","/home/pedro/projetos_tcc/SIGET/siget_919/src/br/gov/caixa/siget/service/ManterDemandaBean.java","5","1062","Found 'UR'-anomaly for variable 'unidadeGstrSolucao' (lines '1,062'-'1,080').","Controversial","DataflowAnomalyAnalysis"
"321","br.gov.caixa.siget.service","/home/pedro/projetos_tcc/SIGET/siget_919/src/br/gov/caixa/siget/service/ManterDemandaBean.java","3","1062","Parameter 'demanda' is not assigned and could be declared final","Optimization","MethodArgumentCouldBeFinal"
"322","br.gov.caixa.siget.service","/home/pedro/projetos_tcc/SIGET/siget_919/src/br/gov/caixa/siget/service/ManterDemandaBean.java","3","1062","Parameter 'usuarioCaixa' is not assigned and could be declared final","Optimization","MethodArgumentCouldBeFinal"
"323","br.gov.caixa.siget.service","/home/pedro/projetos_tcc/SIGET/siget_919/src/br/gov/caixa/siget/service/ManterDemandaBean.java","3","1062","The method 'defineAreaGestora' has a Cyclomatic Complexity of 11.","Code Size","CyclomaticComplexity"
"324","br.gov.caixa.siget.service","/home/pedro/projetos_tcc/SIGET/siget_919/src/br/gov/caixa/siget/service/ManterDemandaBean.java","3","1062","The method 'defineAreaGestora' has a Modified Cyclomatic Complexity of 11.","Code Size","ModifiedCyclomaticComplexity"
"325","br.gov.caixa.siget.service","/home/pedro/projetos_tcc/SIGET/siget_919/src/br/gov/caixa/siget/service/ManterDemandaBean.java","3","1062","The method 'defineAreaGestora' has a Standard Cyclomatic Complexity of 11.","Code Size","StdCyclomaticComplexity"
"326","br.gov.caixa.siget.service","/home/pedro/projetos_tcc/SIGET/siget_919/src/br/gov/caixa/siget/service/ManterDemandaBean.java","3","1064","Local variable 'codigoUnidade' could be declared final","Optimization","LocalVariableCouldBeFinal"
"327","br.gov.caixa.siget.service","/home/pedro/projetos_tcc/SIGET/siget_919/src/br/gov/caixa/siget/service/ManterDemandaBean.java","3","1067","Local variable 'unidadeGstrBem' could be declared final","Optimization","LocalVariableCouldBeFinal"
"328","br.gov.caixa.siget.service","/home/pedro/projetos_tcc/SIGET/siget_919/src/br/gov/caixa/siget/service/ManterDemandaBean.java","3","1068","Local variable 'und' could be declared final","Optimization","LocalVariableCouldBeFinal"
"329","br.gov.caixa.siget.service","/home/pedro/projetos_tcc/SIGET/siget_919/src/br/gov/caixa/siget/service/ManterDemandaBean.java","2","1073","Avoid using a branching statement as the last in a loop.","Basic","AvoidBranchingStatementAsLastInLoop"
"330","br.gov.caixa.siget.service","/home/pedro/projetos_tcc/SIGET/siget_919/src/br/gov/caixa/siget/service/ManterDemandaBean.java","3","1078","Avoid excessively long variable names like unidadeGstrSolucao","Naming","LongVariable"
"331","br.gov.caixa.siget.service","/home/pedro/projetos_tcc/SIGET/siget_919/src/br/gov/caixa/siget/service/ManterDemandaBean.java","3","1078","Local variable 'unidadeGstrSolucao' could be declared final","Optimization","LocalVariableCouldBeFinal"
"332","br.gov.caixa.siget.service","/home/pedro/projetos_tcc/SIGET/siget_919/src/br/gov/caixa/siget/service/ManterDemandaBean.java","3","1080","Local variable 'und' could be declared final","Optimization","LocalVariableCouldBeFinal"
"333","br.gov.caixa.siget.service","/home/pedro/projetos_tcc/SIGET/siget_919/src/br/gov/caixa/siget/service/ManterDemandaBean.java","2","1085","Avoid using a branching statement as the last in a loop.","Basic","AvoidBranchingStatementAsLastInLoop"
"334","br.gov.caixa.siget.service","/home/pedro/projetos_tcc/SIGET/siget_919/src/br/gov/caixa/siget/service/ManterDemandaBean.java","3","1090","Avoid excessively long variable names like unidadeGstrFatrmento","Naming","LongVariable"
"335","br.gov.caixa.siget.service","/home/pedro/projetos_tcc/SIGET/siget_919/src/br/gov/caixa/siget/service/ManterDemandaBean.java","3","1090","Local variable 'unidadeGstrFatrmento' could be declared final","Optimization","LocalVariableCouldBeFinal"
"336","br.gov.caixa.siget.service","/home/pedro/projetos_tcc/SIGET/siget_919/src/br/gov/caixa/siget/service/ManterDemandaBean.java","3","1092","Local variable 'und' could be declared final","Optimization","LocalVariableCouldBeFinal"
"337","br.gov.caixa.siget.service","/home/pedro/projetos_tcc/SIGET/siget_919/src/br/gov/caixa/siget/service/ManterDemandaBean.java","2","1097","Avoid using a branching statement as the last in a loop.","Basic","AvoidBranchingStatementAsLastInLoop"
"338","br.gov.caixa.siget.service","/home/pedro/projetos_tcc/SIGET/siget_919/src/br/gov/caixa/siget/service/ManterDemandaBean.java","3","1108","Parameter 'demanda' is not assigned and could be declared final","Optimization","MethodArgumentCouldBeFinal"
"339","br.gov.caixa.siget.service","/home/pedro/projetos_tcc/SIGET/siget_919/src/br/gov/caixa/siget/service/ManterDemandaBean.java","3","1109","Avoid unnecessary if..then..else statements when returning booleans","Design","SimplifyBooleanReturns"
"340","br.gov.caixa.siget.service","/home/pedro/projetos_tcc/SIGET/siget_919/src/br/gov/caixa/siget/service/ManterDemandaBean.java","3","1110","A method should have only one exit point, and that should be the last statement in the method","Controversial","OnlyOneReturn"
"341","br.gov.caixa.siget.service","/home/pedro/projetos_tcc/SIGET/siget_919/src/br/gov/caixa/siget/service/ManterDemandaBean.java","3","1116","Parameter 'fase' is not assigned and could be declared final","Optimization","MethodArgumentCouldBeFinal"
"342","br.gov.caixa.siget.service","/home/pedro/projetos_tcc/SIGET/siget_919/src/br/gov/caixa/siget/service/ManterDemandaBean.java","5","1124","Found 'UR'-anomaly for variable 'd' (lines '1,124'-'1,129').","Controversial","DataflowAnomalyAnalysis"
"343","br.gov.caixa.siget.service","/home/pedro/projetos_tcc/SIGET/siget_919/src/br/gov/caixa/siget/service/ManterDemandaBean.java","3","1124","Parameter 'demandas' is not assigned and could be declared final","Optimization","MethodArgumentCouldBeFinal"
"344","br.gov.caixa.siget.service","/home/pedro/projetos_tcc/SIGET/siget_919/src/br/gov/caixa/siget/service/ManterDemandaBean.java","3","1124","The method 'aprovarRejeitarEstrategiaDemandas' has a Cyclomatic Complexity of 10.","Code Size","CyclomaticComplexity"
"345","br.gov.caixa.siget.service","/home/pedro/projetos_tcc/SIGET/siget_919/src/br/gov/caixa/siget/service/ManterDemandaBean.java","3","1127","Avoid excessively long variable names like demandasRejeitadas","Naming","LongVariable"
"346","br.gov.caixa.siget.service","/home/pedro/projetos_tcc/SIGET/siget_919/src/br/gov/caixa/siget/service/ManterDemandaBean.java","3","1127","Local variable 'demandasRejeitadas' could be declared final","Optimization","LocalVariableCouldBeFinal"
"347","br.gov.caixa.siget.service","/home/pedro/projetos_tcc/SIGET/siget_919/src/br/gov/caixa/siget/service/ManterDemandaBean.java","3","1128","Local variable 'd' could be declared final","Optimization","LocalVariableCouldBeFinal"
"348","br.gov.caixa.siget.service","/home/pedro/projetos_tcc/SIGET/siget_919/src/br/gov/caixa/siget/service/ManterDemandaBean.java","5","1136","Found 'DU'-anomaly for variable 'sfFase2' (lines '1,136'-'1,161').","Controversial","DataflowAnomalyAnalysis"
"349","br.gov.caixa.siget.service","/home/pedro/projetos_tcc/SIGET/siget_919/src/br/gov/caixa/siget/service/ManterDemandaBean.java","5","1137","Found 'DU'-anomaly for variable 'sfFase3' (lines '1,137'-'1,161').","Controversial","DataflowAnomalyAnalysis"
"350","br.gov.caixa.siget.service","/home/pedro/projetos_tcc/SIGET/siget_919/src/br/gov/caixa/siget/service/ManterDemandaBean.java","3","1138","Local variable 'demandasAprovadas' could be declared final","Optimization","LocalVariableCouldBeFinal"
"351","br.gov.caixa.siget.service","/home/pedro/projetos_tcc/SIGET/siget_919/src/br/gov/caixa/siget/service/ManterDemandaBean.java","3","1139","Local variable 'd' could be declared final","Optimization","LocalVariableCouldBeFinal"
"352","br.gov.caixa.siget.service","/home/pedro/projetos_tcc/SIGET/siget_919/src/br/gov/caixa/siget/service/ManterDemandaBean.java","5","1140","Found 'DD'-anomaly for variable 'dGerenciavel' (lines '1,140'-'1,140').","Controversial","DataflowAnomalyAnalysis"
"353","br.gov.caixa.siget.service","/home/pedro/projetos_tcc/SIGET/siget_919/src/br/gov/caixa/siget/service/ManterDemandaBean.java","5","1140","Found 'DU'-anomaly for variable 'dGerenciavel' (lines '1,140'-'1,161').","Controversial","DataflowAnomalyAnalysis"
"354","br.gov.caixa.siget.service","/home/pedro/projetos_tcc/SIGET/siget_919/src/br/gov/caixa/siget/service/ManterDemandaBean.java","3","1140","Local variable 'dGerenciavel' could be declared final","Optimization","LocalVariableCouldBeFinal"
"355","br.gov.caixa.siget.service","/home/pedro/projetos_tcc/SIGET/siget_919/src/br/gov/caixa/siget/service/ManterDemandaBean.java","5","1167","Found 'UR'-anomaly for variable 'd' (lines '1,167'-'1,172').","Controversial","DataflowAnomalyAnalysis"
"356","br.gov.caixa.siget.service","/home/pedro/projetos_tcc/SIGET/siget_919/src/br/gov/caixa/siget/service/ManterDemandaBean.java","5","1167","Found 'UR'-anomaly for variable 'demanda' (lines '1,167'-'1,218').","Controversial","DataflowAnomalyAnalysis"
"357","br.gov.caixa.siget.service","/home/pedro/projetos_tcc/SIGET/siget_919/src/br/gov/caixa/siget/service/ManterDemandaBean.java","3","1167","Parameter 'demandas' is not assigned and could be declared final","Optimization","MethodArgumentCouldBeFinal"
"358","br.gov.caixa.siget.service","/home/pedro/projetos_tcc/SIGET/siget_919/src/br/gov/caixa/siget/service/ManterDemandaBean.java","3","1167","The method 'aprovarRejeitarParticipacaoGestora' has a Cyclomatic Complexity of 17.","Code Size","CyclomaticComplexity"
"359","br.gov.caixa.siget.service","/home/pedro/projetos_tcc/SIGET/siget_919/src/br/gov/caixa/siget/service/ManterDemandaBean.java","3","1167","The method 'aprovarRejeitarParticipacaoGestora' has a Modified Cyclomatic Complexity of 11.","Code Size","ModifiedCyclomaticComplexity"
"360","br.gov.caixa.siget.service","/home/pedro/projetos_tcc/SIGET/siget_919/src/br/gov/caixa/siget/service/ManterDemandaBean.java","3","1167","The method 'aprovarRejeitarParticipacaoGestora' has a Standard Cyclomatic Complexity of 11.","Code Size","StdCyclomaticComplexity"
"361","br.gov.caixa.siget.service","/home/pedro/projetos_tcc/SIGET/siget_919/src/br/gov/caixa/siget/service/ManterDemandaBean.java","3","1167","The method aprovarRejeitarParticipacaoGestora() has an NPath complexity of 700","Code Size","NPathComplexity"
"362","br.gov.caixa.siget.service","/home/pedro/projetos_tcc/SIGET/siget_919/src/br/gov/caixa/siget/service/ManterDemandaBean.java","3","1168","Parameter 'usuario' is not assigned and could be declared final","Optimization","MethodArgumentCouldBeFinal"
"363","br.gov.caixa.siget.service","/home/pedro/projetos_tcc/SIGET/siget_919/src/br/gov/caixa/siget/service/ManterDemandaBean.java","3","1170","Avoid excessively long variable names like demandasRejeitadas","Naming","LongVariable"
"364","br.gov.caixa.siget.service","/home/pedro/projetos_tcc/SIGET/siget_919/src/br/gov/caixa/siget/service/ManterDemandaBean.java","3","1170","Local variable 'demandasRejeitadas' could be declared final","Optimization","LocalVariableCouldBeFinal"
"365","br.gov.caixa.siget.service","/home/pedro/projetos_tcc/SIGET/siget_919/src/br/gov/caixa/siget/service/ManterDemandaBean.java","3","1171","Local variable 'd' could be declared final","Optimization","LocalVariableCouldBeFinal"
"366","br.gov.caixa.siget.service","/home/pedro/projetos_tcc/SIGET/siget_919/src/br/gov/caixa/siget/service/ManterDemandaBean.java","5","1172","Found 'DD'-anomaly for variable 'dGerenciavel' (lines '1,172'-'1,191').","Controversial","DataflowAnomalyAnalysis"
"367","br.gov.caixa.siget.service","/home/pedro/projetos_tcc/SIGET/siget_919/src/br/gov/caixa/siget/service/ManterDemandaBean.java","5","1172","Found 'DU'-anomaly for variable 'dGerenciavel' (lines '1,172'-'1,223').","Controversial","DataflowAnomalyAnalysis"
"368","br.gov.caixa.siget.service","/home/pedro/projetos_tcc/SIGET/siget_919/src/br/gov/caixa/siget/service/ManterDemandaBean.java","3","1172","Local variable 'dGerenciavel' could be declared final","Optimization","LocalVariableCouldBeFinal"
"369","br.gov.caixa.siget.service","/home/pedro/projetos_tcc/SIGET/siget_919/src/br/gov/caixa/siget/service/ManterDemandaBean.java","3","1176","Avoid excessively long variable names like viewNumeroUnidadeGeradora","Naming","LongVariable"
"370","br.gov.caixa.siget.service","/home/pedro/projetos_tcc/SIGET/siget_919/src/br/gov/caixa/siget/service/ManterDemandaBean.java","3","1176","Local variable 'viewNumeroUnidadeGeradora' could be declared final","Optimization","LocalVariableCouldBeFinal"
"371","br.gov.caixa.siget.service","/home/pedro/projetos_tcc/SIGET/siget_919/src/br/gov/caixa/siget/service/ManterDemandaBean.java","3","1177","Avoid excessively long variable names like numeroUnidadeGeradora","Naming","LongVariable"
"372","br.gov.caixa.siget.service","/home/pedro/projetos_tcc/SIGET/siget_919/src/br/gov/caixa/siget/service/ManterDemandaBean.java","3","1177","Local variable 'numeroUnidadeGeradora' could be declared final","Optimization","LocalVariableCouldBeFinal"
"373","br.gov.caixa.siget.service","/home/pedro/projetos_tcc/SIGET/siget_919/src/br/gov/caixa/siget/service/ManterDemandaBean.java","3","1189","Local variable 'demandasAprovadas' could be declared final","Optimization","LocalVariableCouldBeFinal"
"374","br.gov.caixa.siget.service","/home/pedro/projetos_tcc/SIGET/siget_919/src/br/gov/caixa/siget/service/ManterDemandaBean.java","3","1190","Local variable 'd' could be declared final","Optimization","LocalVariableCouldBeFinal"
"375","br.gov.caixa.siget.service","/home/pedro/projetos_tcc/SIGET/siget_919/src/br/gov/caixa/siget/service/ManterDemandaBean.java","5","1191","Found 'DD'-anomaly for variable 'dGerenciavel' (lines '1,191'-'1,191').","Controversial","DataflowAnomalyAnalysis"
"376","br.gov.caixa.siget.service","/home/pedro/projetos_tcc/SIGET/siget_919/src/br/gov/caixa/siget/service/ManterDemandaBean.java","5","1191","Found 'DU'-anomaly for variable 'dGerenciavel' (lines '1,191'-'1,223').","Controversial","DataflowAnomalyAnalysis"
